Reference,Study title,DOI,Dose,Time,Zeta_W,Zeta_W measurement,Zeta_M,Zeta_M measurement,Hydro_W,Hydro_size_W measrement,Hydro_M,Hydro_size_M measrement,Size,Size measurement,SSA,Surf_area measurement,NP type,shape,Shape measurement,C_Origin,C_name,C_Type,Assay,Cell viability
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,1,24,?,?,-30.1,DLS,?,?,?,?,3.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Non-Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,10,24,?,?,-30.1,DLS,?,?,?,?,3.5,TEM,?,?,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Non-Toxic
"Zhang et al., 2011a","Mechanistic toxicity evaluation of uncoated
and PEGylated single-walled carbon nanotubes in neuronal PC12
cells.",doi:10.1021/nn2016259,100,24,?,?,-30.1,DLS,?,?,?,?,3.5,TEM,?,,SWCNT,Nanotubes,TEM,Rat,PC12,Pheochromocytoma,XTT,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,NRU,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,3,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,6,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,24,-9.96,DLS,-10.7,DLS,447.9,DLS,504,DLS,25,DLS,210,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
