Nanoparticle,Type: Organic (O)/inorganic (I),coat,Diameter (nm),Concentration μM,Zeta potential (mV),Cells,Cell line (L)/primary cells (P),Human(H)/Animal(A) cells,Animal?,Cell morphology,"Cell age: embryonic (E), Adult (A)",Cell-organ/tissue source,Exposure time (h),Test,Test indicator,Biochemical metric,% Cell viability,Interference checked (Y/N),Colloidal stability checked (Y/N),Positive control (Y/N),Publication year,Particle ID,Reference DOI,
ZnO,I,,17,0.000767857,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,54.383,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,
ZnO,I,,18,0.002397322,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,54.391384,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,
ZnO,I,,19,0.003797704,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,52.12703,Y,N,Y,2012,8,10.1016/j.tiv.2011.12.006,
ZnO,I,,112,1.60951E-05,,Caco­2,L,H,,Epithelial,A,Colon,24,Live/Dead,Sytox Red,cell membrane integrity,98,N,Y,Y,2013,9,10.1021/tx400231u,
ZnO,I,,112,1.60951E-05,,Caco­2,L,H,,Epithelial,A,Colon,24,Live/Dead,Annexin V,cell membrane integrity,100,N,Y,Y,2013,9,10.1021/tx400231u,
ZnO,I,,112,1.60951E-05,,Caco­2,L,H,,Epithelial,A,Colon,24,LDH,LDH activity assay kit,LDH leakage,81.052635,N,Y,Y,2013,9,10.1021/tx400231u,
ZnO,I,,112,1.60951E-05,,Caco­2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,69.632324,N,Y,Y,2013,9,10.1021/tx400231u,
ZnO,I,,60,1.93459E-07,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,80.81022,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,7.71993E-07,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,82.73483,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,3.08093E-06,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,83.904724,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,1.26365E-05,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,75.6413,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,5.03138E-05,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,94.547165,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.000201163,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,81.75469,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.000802856,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,82.547226,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.003206151,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,78.81142,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.007789868,,Fibroblasts,P,H,,Fibroblast,A,Skin,4,MTS,tetrazolium salt,cell metabolic activity,80.345116,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,1.93201E-07,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,90.99897,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,7.71117E-07,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,91.41414,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,3.07804E-06,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,91.074585,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,1.26172E-05,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,87.3395,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,5.0473E-05,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,70.39605,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.000202638,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,25.90524,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.000811142,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,4.0560975,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,60,0.003324298,,Fibroblasts,P,H,,Fibroblast,A,Skin,24,MTS,tetrazolium salt,cell metabolic activity,1.8304514,N,N,N,2007,10,not provided (ro.uow.edu.au/sspapers/3084/),
ZnO,I,,639,2.16663E-12,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-11,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-10,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,101.1236,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-09,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-08,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,92.134834,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-08,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,75.2809,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,4.33327E-08,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,64.044945,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-07,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,35.955055,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-07,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,32.58427,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-12,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,93.25843,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-11,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-10,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-09,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-08,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,71.91011,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-08,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,60.674156,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,4.33327E-08,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,43.820225,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-07,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,28.089888,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-07,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,22.47191,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-12,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.7678623,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-11,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,97.6080797,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-10,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.709979,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-09,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,90.075973,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-08,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,75.09376,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-08,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,47.029846,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,4.33327E-08,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,43.265,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-07,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,30.149536,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-07,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,11.43382,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-12,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.7259574,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-11,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.6970153,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-10,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,90.929756,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-09,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,68.47332,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-08,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,59.098583,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-08,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,47.8571,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,4.33327E-08,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,31.00814,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,1.08332E-07,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,10.41845,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,639,2.16663E-07,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,-0.82304,N,Y,N,2011,11,10.1007/s10565-011-9191-9,
ZnO,I,,24,2.04467E-05,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,100.03914,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.000204467,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,90.41096,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.002042648,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,34.285713,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.005111687,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,24.4227,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.010017618,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,7.2798433,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.020614723,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,7.514677,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.040893497,43.8,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,11.741683,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,2.04467E-05,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,91.11546,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.000204467,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,89.70646,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.002044675,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,56.125244,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.005111687,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,7.749511,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.010223374,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,8.688846,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.020446748,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,11.976517,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,24,0.040893497,-44.6,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,22.544031,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,9.39796E-07,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,100.97847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,9.39796E-06,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,101.682976,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,9.39796E-05,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,66.457924,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.000234949,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,55.18591,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.000469898,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,25.127201,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.000939796,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,10.097847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.001879592,44.1,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,9.393347,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,9.39796E-07,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,97.6908,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,9.39796E-06,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,99.804306,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,9.39796E-05,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,62.46575,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.000234949,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,10.097847,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.000469898,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,9.158513,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.000939796,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,14.559687,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,67,0.001879592,45.2,A549,L,H,,Epithelial,A,Lung,48,WST­1,tetrazolium salt,cell metabolic activity,27.240704,N,N,N,2011,12,0.1088/1742-6596/304/1/012044,
ZnO,I,,8,625,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,79.84496,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,1000,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,72.48062,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,2500,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,64.72868,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,5000,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,43.79845,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,CD3+ T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,14.7286825,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,625,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,69.379845,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,1000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,68.21706,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,2500,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,64.34109,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,47.67442,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,24.806202,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,625,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,89.147285,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,1000,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,81.00775,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,2500,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,67.05426,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,5000,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,43.410854,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,B cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,21.31783,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,625,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,62.7907,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,1000,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,44.573643,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,2500,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,26.744186,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,5000,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,13.565891,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,NK cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,3.1007752,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,625,,Monocytes,P,H,,Monocyte,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,25.193798,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,1000,,Monocytes,P,H,,Monocyte,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,6.976744,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,T cells (all types),P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,34.63439,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,Naive T­cell,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,44.3355,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,8,10000,,Memory T­cell,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,18.08616,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,4,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,19.896479,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,3,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,29.932598,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,20,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,55.32121,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,4,1000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,62.23176,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,4,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,19.742489,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,4,10000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,2.5751073,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,20,1000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,77.25322,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,20,5000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,50.643776,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,20,10000,,CD4+T cells,P,H,,Lymphoblast,A,Blood,24,Live/Dead,propidium iodide,cell membrane integrity,12.875537,N,N,N,2009,13,10.1007/s11671-009-9413-8,
ZnO,I,,75,0.0001675,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,95.502396,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.000335,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,105.83732,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.000669999,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,75.21531,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.001339998,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,MTT,tetrazolium salt,cell metabolic activity,49.186604,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.0001675,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,85.55024,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.000335,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,84.01914,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.000669999,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,74.066986,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,,75,0.001339998,,Lymphocytes,P,H,,Lymphoblast,A,Blood,3,Live/Dead,trypan blue,cell membrane integrity,61.435406,N,N,N,2014,14,10.1007/s00449-013-0982-7,
ZnO,I,l-cysteine l-lysine l-lysine,20,0.00035332,,Caco­2,L,H,,Epithelial,A,Colon,24,CellTiter­Blue,Alamar blue,cell metabolic activity,88.0639,N,N,N,2012,15,10.1007/s00204-012-0840-4,
ZnO,I,l-cysteine l-lysine l-lysine,20,0.00035332,,Caco­2,L,H,,Epithelial,A,Colon,36,CellTiter­Blue,Alamar blue,cell metabolic activity,78.450935,N,N,N,2012,15,10.1007/s00204-012-0840-4,
ZnO,I,l-cysteine l-lysine l-lysine,20,0.00035332,,Caco­2,L,H,,Epithelial,A,Colon,48,CellTiter­Blue,Alamar blue,cell metabolic activity,39.97198,N,N,N,2012,15,10.1007/s00204-012-0840-4,
ZnO,I,l-cysteine l-lysine l-lysine,20,0.00070664,,Caco­2,L,H,,Epithelial,A,Colon,24,CellTiter­Blue,Alamar blue,cell metabolic activity,68.17292,N,N,N,2012,15,10.1007/s00204-012-0840-4,
ZnO,I,l-cysteine l-lysine l-lysine,20,0.00070664,,Caco­2,L,H,,Epithelial,A,Colon,36,CellTiter­Blue,Alamar blue,cell metabolic activity,49.626442,N,N,N,2012,15,10.1007/s00204-012-0840-4,
